
ans = 

  <a href="matlab:helpPopup('datetime')" style="font-weight:bold">datetime</a>

   16-Mar-2025 18:28:33 +0000

[16-Mar-2025 18:28:37] Checking for availability of parallel pool...

Error in <a href="matlab:matlab.lang.internal.introspective.errorDocCallback('RUN_EVERYTHING', 'C:\Users\hc21562\Documents\Year_3\RP3\LH2_Refuel_Model\Model\Sensitivity_sweep\RUN_EVERYTHING.m', 131)" style="font-weight:bold">RUN_EVERYTHING</a> (<a href="matlab: opentoline('C:\Users\hc21562\Documents\Year_3\RP3\LH2_Refuel_Model\Model\Sensitivity_sweep\RUN_EVERYTHING.m',131,0)">line 131</a>)
tank_wall_vapour_heat_transfer_coeff_graphing(simOut(1,
valve_discharge_coeff_sweep_pos+1:tank_wall_vapour_heat_transfer_coeff_pos),...

The desktop configuration was not saved successfully
Max flow speed for LH2 is 56.5231m/s.
Max flow speed for GH2 is 182.9013m/s.
Max mass flow rate for GH2 during warm tank warmup is 0.29821kg/s.
Mean mass flow rate for GH2 during warm tank warmup is 0.029671kg/s.
Max mass flow rate  for GH2 during cold tank warmup is 0.73724kg/s.
Mean mass flow rate for GH2 during cold tank warmup is 0.085393kg/s.
Max mass flow rate for GH2 during defuel tank drain is 1.7793kg/s.
Mean mass flow rate for GH2 during defuel tank drain is 0.32146kg/s.
Max mass flow rate for LH2 during warm tank chilldown is 0.040122kg/s.
Mean mass flow rate for LH2 during warm tank chilldown is 0.013315kg/s.
Max mass flow rate for LH2 during warm tank fill is 0.54053kg/s.
Mean mass flow rate for LH2 during warm tank fill is 0.073819kg/s.
Max mass flow rate for LH2 during cold tank chilldown is 0.16773kg/s.
Mean mass flow rate for LH2 during cold tank chilldown is 0.018931kg/s.
Max mass flow rate for LH2 during cold tank fill is 1.5752kg/s.
Mean mass flow rate for LH2 during cold tank fill is 0.26404kg/s.
Max mass flow rate for LH2 during defuel chilldown is 0.17198kg/s.
Mean mass flow rate for LH2 during defuel chilldown is 0.023448kg/s.
            <strong>Operation phase</strong>            <strong>Mean flow rate</strong>    <strong>Unit</strong> 
    <strong>_______________________________</strong>    <strong>______________</strong>    <strong>_____</strong>

    "Warm tank refuel chilldown"            21.51        "m/s"
    "Warm tank refuel tank filling"        5.4887        "m/s"
    "Warm tank refuel warmup"              16.181        "m/s"
    "Cold tank refuel chilldown"           22.372        "m/s"
    "Cold tank refuel tank filling"        4.9962        "m/s"
    "Cold tank refuel warmup"              27.436        "m/s"
    "Defuel chilldown"                     30.452        "m/s"
    "Defuel wamrup"                        15.822        "m/s"

Total LH2 supplied by ground station = 33.0981kg.
Total LH2 in the UAM tank = 16.488kg.
Total LH2 supplied by ground station = 29.944kg.
Total LH2 in the UAM tank = 16.488kg.
Error spotted, handling in graphing
Error spotted, handling in graphing
Error spotted, handling in graphing
Error spotted, handling in graphing
Total LH2 supplied by ground station = 33.0166kg.
Total LH2 in the UAM tank = 16.3633kg.
Total LH2 supplied by ground station = 33.1261kg.
Total LH2 in the UAM tank = 16.4638kg.
Total LH2 supplied by ground station = 33.208kg.
Total LH2 in the UAM tank = 16.5439kg.
Total LH2 supplied by ground station = 33.0151kg.
Total LH2 in the UAM tank = 16.4087kg.
Total LH2 supplied by ground station = 33.058kg.
Total LH2 in the UAM tank = 16.449kg.
Total LH2 supplied by ground station = 33.0981kg.
Total LH2 in the UAM tank = 16.488kg.
  Columns 1 through 9

         0         0         0         0  302.5000  302.5000  303.0000  302.5000  302.5000

  Column 10

  302.5000

Total LH2 supplied by ground station = 33.0428kg.
Total LH2 in the UAM tank = 16.4294kg.
Total LH2 supplied by ground station = 33.0489kg.
Total LH2 in the UAM tank = 16.4357kg.
Total LH2 supplied by ground station = 33.0571kg.
Total LH2 in the UAM tank = 16.4431kg.
Total LH2 supplied by ground station = 33.0647kg.
Total LH2 in the UAM tank = 16.456kg.
Total LH2 supplied by ground station = 33.0675kg.
Total LH2 in the UAM tank = 16.4572kg.
Total LH2 supplied by ground station = 33.0711kg.
Total LH2 in the UAM tank = 16.46kg.
Total LH2 supplied by ground station = 33.0765kg.
Total LH2 in the UAM tank = 16.4651kg.
Total LH2 supplied by ground station = 33.0823kg.
Total LH2 in the UAM tank = 16.471kg.
Total LH2 supplied by ground station = 33.0857kg.
Total LH2 in the UAM tank = 16.4757kg.
Total LH2 supplied by ground station = 33.0904kg.
Total LH2 in the UAM tank = 16.4794kg.
Total LH2 supplied by ground station = 33.0928kg.
Total LH2 in the UAM tank = 16.4824kg.
Total LH2 supplied by ground station = 33.0932kg.
Total LH2 in the UAM tank = 16.4836kg.
Total LH2 supplied by ground station = 33.0949kg.
Total LH2 in the UAM tank = 16.4835kg.
Total LH2 supplied by ground station = 33.0971kg.
Total LH2 in the UAM tank = 16.4857kg.
Total LH2 supplied by ground station = 33.1032kg.
Total LH2 in the UAM tank = 16.491kg.
Total LH2 supplied by ground station = 33.1057kg.
Total LH2 in the UAM tank = 16.4961kg.
Total LH2 supplied by ground station = 33.1076kg.
Total LH2 in the UAM tank = 16.4953kg.
Total LH2 supplied by ground station = 33.1103kg.
Total LH2 in the UAM tank = 16.4986kg.
Total LH2 supplied by ground station = 33.1161kg.
Total LH2 in the UAM tank = 16.5055kg.
Total LH2 supplied by ground station = 33.1142kg.
Total LH2 in the UAM tank = 16.5019kg.
  Columns 1 through 9

  302.0000  302.0000  302.0000  302.5000  302.5000  302.5000  302.5000  302.5000  302.5000

  Columns 10 through 18

  302.5000  302.5000  302.5000  302.5000  302.5000  302.5000  302.5000  302.5000  302.5000

  Columns 19 through 20

  302.5000  302.5000

Total LH2 supplied by ground station = 38.1565kg.
Total LH2 in the UAM tank = 15.2737kg.
Total LH2 supplied by ground station = 38.1766kg.
Total LH2 in the UAM tank = 15.3088kg.
Total LH2 supplied by ground station = 38.0994kg.
Total LH2 in the UAM tank = 15.2604kg.
Error spotted, handling in graphing
Total LH2 supplied by ground station = 37.9277kg.
Total LH2 in the UAM tank = 15.1981kg.
Total LH2 supplied by ground station = 37.8659kg.
Total LH2 in the UAM tank = 15.2386kg.
Total LH2 supplied by ground station = 37.727kg.
Total LH2 in the UAM tank = 15.2687kg.
Total LH2 supplied by ground station = 37.5306kg.
Total LH2 in the UAM tank = 15.3757kg.
Total LH2 supplied by ground station = 37.16kg.
Total LH2 in the UAM tank = 15.3906kg.
Total LH2 supplied by ground station = 36.7936kg.
Total LH2 in the UAM tank = 15.4989kg.
Total LH2 supplied by ground station = 36.1695kg.
Total LH2 in the UAM tank = 15.4573kg.
Total LH2 supplied by ground station = 35.5534kg.
Total LH2 in the UAM tank = 15.4861kg.
Total LH2 supplied by ground station = 34.9233kg.
Total LH2 in the UAM tank = 15.4865kg.
Total LH2 supplied by ground station = 34.5522kg.
Total LH2 in the UAM tank = 15.7062kg.
Total LH2 supplied by ground station = 33.9545kg.
Total LH2 in the UAM tank = 16.0563kg.
Total LH2 supplied by ground station = 33.4151kg.
Total LH2 in the UAM tank = 16.4276kg.
Total LH2 supplied by ground station = 32.9283kg.
Total LH2 in the UAM tank = 16.4876kg.
Total LH2 supplied by ground station = 32.6368kg.
Total LH2 in the UAM tank = 16.5709kg.
Total LH2 supplied by ground station = 32.5198kg.
Total LH2 in the UAM tank = 16.6834kg.
Total LH2 supplied by ground station = 32.3508kg.
Total LH2 in the UAM tank = 16.7305kg.
  Columns 1 through 9

  316.5000  316.5000  316.5000         0  316.5000  316.5000  316.5000  317.0000  316.0000

  Columns 10 through 18

  315.0000  313.5000  312.0000  310.0000  308.5000  306.5000  304.0000  301.5000  300.0000

  Columns 19 through 20

  299.0000  298.0000

Error spotted, handling in graphing
Total LH2 supplied by ground station = 30.3617kg.
Total LH2 in the UAM tank = 16.7635kg.
Error spotted, handling in graphing
Total LH2 supplied by ground station = 30.2171kg.
Total LH2 in the UAM tank = 17.0805kg.
Total LH2 supplied by ground station = 30.2142kg.
Total LH2 in the UAM tank = 17.0697kg.
Total LH2 supplied by ground station = 30.0872kg.
Total LH2 in the UAM tank = 16.9964kg.
Total LH2 supplied by ground station = 30.1236kg.
Total LH2 in the UAM tank = 16.7966kg.
Total LH2 supplied by ground station = 30.3353kg.
Total LH2 in the UAM tank = 16.7917kg.
Total LH2 supplied by ground station = 30.8043kg.
Total LH2 in the UAM tank = 16.967kg.
Total LH2 supplied by ground station = 31.078kg.
Total LH2 in the UAM tank = 16.8338kg.
Total LH2 supplied by ground station = 31.626kg.
Total LH2 in the UAM tank = 16.7909kg.
Total LH2 supplied by ground station = 31.9851kg.
Total LH2 in the UAM tank = 16.557kg.
Total LH2 supplied by ground station = 32.4401kg.
Total LH2 in the UAM tank = 16.4686kg.
Total LH2 supplied by ground station = 32.8512kg.
Total LH2 in the UAM tank = 16.6374kg.
Total LH2 supplied by ground station = 33.1325kg.
Total LH2 in the UAM tank = 16.6432kg.
Total LH2 supplied by ground station = 33.2747kg.
Total LH2 in the UAM tank = 16.2996kg.
Total LH2 supplied by ground station = 33.4702kg.
Total LH2 in the UAM tank = 16.2224kg.
Total LH2 supplied by ground station = 33.4466kg.
Total LH2 in the UAM tank = 16.0675kg.
Total LH2 supplied by ground station = 33.7301kg.
Total LH2 in the UAM tank = 16.1814kg.
Total LH2 supplied by ground station = 33.7341kg.
Total LH2 in the UAM tank = 16.1731kg.
  Columns 1 through 9

         0  276.5000         0  278.0000  279.0000  279.5000  281.5000  284.0000  289.0000

  Columns 10 through 18

  292.0000  295.5000  298.5000  299.5000  301.5000  302.5000  303.5000  304.0000  304.0000

  Columns 19 through 20

  305.5000  305.5000

Unrecognized function or variable 'LH2_consumption_vec_output'.

Error in <a href="matlab:matlab.lang.internal.introspective.errorDocCallback('tank_wall_liquid_heat_transfer_coeff_graphing', 'C:\Users\hc21562\Documents\Year_3\RP3\LH2_Refuel_Model\Model\Sensitivity_sweep\Functions\tank_wall_liquid_heat_transfer_coeff_graphing.m', 15)" style="font-weight:bold">tank_wall_liquid_heat_transfer_coeff_graphing</a> (<a href="matlab: opentoline('C:\Users\hc21562\Documents\Year_3\RP3\LH2_Refuel_Model\Model\Sensitivity_sweep\Functions\tank_wall_liquid_heat_transfer_coeff_graphing.m',15,0)">line 15</a>)
plot(liquid_heat_transfer_coeff_vector_output, LH2_consumption_vec_output)

Error in <a href="matlab:matlab.lang.internal.introspective.errorDocCallback('RUN_EVERYTHING', 'C:\Users\hc21562\Documents\Year_3\RP3\LH2_Refuel_Model\Model\Sensitivity_sweep\RUN_EVERYTHING.m', 134)" style="font-weight:bold">RUN_EVERYTHING</a> (<a href="matlab: opentoline('C:\Users\hc21562\Documents\Year_3\RP3\LH2_Refuel_Model\Model\Sensitivity_sweep\RUN_EVERYTHING.m',134,0)">line 134</a>)
tank_wall_liquid_heat_transfer_coeff_graphing(simOut(1,
tank_wall_vapour_heat_transfer_coeff_pos+1:tank_wall_liquid_heat_transfer_coeff_pos),...

open("tank_wall_liquid_heat_transfer_coeff_graphing")
Max flow speed for LH2 is 56.5231m/s.
Max flow speed for GH2 is 182.9013m/s.
Max mass flow rate for GH2 during warm tank warmup is 0.29821kg/s.
Mean mass flow rate for GH2 during warm tank warmup is 0.029671kg/s.
Max mass flow rate  for GH2 during cold tank warmup is 0.73724kg/s.
Mean mass flow rate for GH2 during cold tank warmup is 0.085393kg/s.
Max mass flow rate for GH2 during defuel tank drain is 1.7793kg/s.
Mean mass flow rate for GH2 during defuel tank drain is 0.32146kg/s.
Max mass flow rate for LH2 during warm tank chilldown is 0.040122kg/s.
Mean mass flow rate for LH2 during warm tank chilldown is 0.013315kg/s.
Max mass flow rate for LH2 during warm tank fill is 0.54053kg/s.
Mean mass flow rate for LH2 during warm tank fill is 0.073819kg/s.
Max mass flow rate for LH2 during cold tank chilldown is 0.16773kg/s.
Mean mass flow rate for LH2 during cold tank chilldown is 0.018931kg/s.
Max mass flow rate for LH2 during cold tank fill is 1.5752kg/s.
Mean mass flow rate for LH2 during cold tank fill is 0.26404kg/s.
Max mass flow rate for LH2 during defuel chilldown is 0.17198kg/s.
Mean mass flow rate for LH2 during defuel chilldown is 0.023448kg/s.
            <strong>Operation phase</strong>            <strong>Mean flow rate</strong>    <strong>Unit</strong> 
    <strong>_______________________________</strong>    <strong>______________</strong>    <strong>_____</strong>

    "Warm tank refuel chilldown"            21.51        "m/s"
    "Warm tank refuel tank filling"        5.4887        "m/s"
    "Warm tank refuel warmup"              16.181        "m/s"
    "Cold tank refuel chilldown"           22.372        "m/s"
    "Cold tank refuel tank filling"        4.9962        "m/s"
    "Cold tank refuel warmup"              27.436        "m/s"
    "Defuel chilldown"                     30.452        "m/s"
    "Defuel wamrup"                        15.822        "m/s"

Total LH2 supplied by ground station = 33.0981kg.
Total LH2 in the UAM tank = 16.488kg.
Total LH2 supplied by ground station = 29.944kg.
Total LH2 in the UAM tank = 16.488kg.
Error spotted, handling in graphing
Error spotted, handling in graphing
Error spotted, handling in graphing
Error spotted, handling in graphing
Total LH2 supplied by ground station = 33.0166kg.
Total LH2 in the UAM tank = 16.3633kg.
Total LH2 supplied by ground station = 33.1261kg.
Total LH2 in the UAM tank = 16.4638kg.
Total LH2 supplied by ground station = 33.208kg.
Total LH2 in the UAM tank = 16.5439kg.
Total LH2 supplied by ground station = 33.0151kg.
Total LH2 in the UAM tank = 16.4087kg.
Total LH2 supplied by ground station = 33.058kg.
Total LH2 in the UAM tank = 16.449kg.
Total LH2 supplied by ground station = 33.0981kg.
Total LH2 in the UAM tank = 16.488kg.
  Columns 1 through 9

         0         0         0         0  302.5000  302.5000  303.0000  302.5000  302.5000

  Column 10

  302.5000

Total LH2 supplied by ground station = 33.0428kg.
Total LH2 in the UAM tank = 16.4294kg.
Total LH2 supplied by ground station = 33.0489kg.
Total LH2 in the UAM tank = 16.4357kg.
Total LH2 supplied by ground station = 33.0571kg.
Total LH2 in the UAM tank = 16.4431kg.
Total LH2 supplied by ground station = 33.0647kg.
Total LH2 in the UAM tank = 16.456kg.
Total LH2 supplied by ground station = 33.0675kg.
Total LH2 in the UAM tank = 16.4572kg.
Total LH2 supplied by ground station = 33.0711kg.
Total LH2 in the UAM tank = 16.46kg.
Total LH2 supplied by ground station = 33.0765kg.
Total LH2 in the UAM tank = 16.4651kg.
Total LH2 supplied by ground station = 33.0823kg.
Total LH2 in the UAM tank = 16.471kg.
Total LH2 supplied by ground station = 33.0857kg.
Total LH2 in the UAM tank = 16.4757kg.
Total LH2 supplied by ground station = 33.0904kg.
Total LH2 in the UAM tank = 16.4794kg.
Total LH2 supplied by ground station = 33.0928kg.
Total LH2 in the UAM tank = 16.4824kg.
Total LH2 supplied by ground station = 33.0932kg.
Total LH2 in the UAM tank = 16.4836kg.
Total LH2 supplied by ground station = 33.0949kg.
Total LH2 in the UAM tank = 16.4835kg.
Total LH2 supplied by ground station = 33.0971kg.
Total LH2 in the UAM tank = 16.4857kg.
Total LH2 supplied by ground station = 33.1032kg.
Total LH2 in the UAM tank = 16.491kg.
Total LH2 supplied by ground station = 33.1057kg.
Total LH2 in the UAM tank = 16.4961kg.
Total LH2 supplied by ground station = 33.1076kg.
Total LH2 in the UAM tank = 16.4953kg.
Total LH2 supplied by ground station = 33.1103kg.
Total LH2 in the UAM tank = 16.4986kg.
Total LH2 supplied by ground station = 33.1161kg.
Total LH2 in the UAM tank = 16.5055kg.
Total LH2 supplied by ground station = 33.1142kg.
Total LH2 in the UAM tank = 16.5019kg.
  Columns 1 through 9

  302.0000  302.0000  302.0000  302.5000  302.5000  302.5000  302.5000  302.5000  302.5000

  Columns 10 through 18

  302.5000  302.5000  302.5000  302.5000  302.5000  302.5000  302.5000  302.5000  302.5000

  Columns 19 through 20

  302.5000  302.5000

Total LH2 supplied by ground station = 38.1565kg.
Total LH2 in the UAM tank = 15.2737kg.
Total LH2 supplied by ground station = 38.1766kg.
Total LH2 in the UAM tank = 15.3088kg.
Total LH2 supplied by ground station = 38.0994kg.
Total LH2 in the UAM tank = 15.2604kg.
Error spotted, handling in graphing
Total LH2 supplied by ground station = 37.9277kg.
Total LH2 in the UAM tank = 15.1981kg.
Total LH2 supplied by ground station = 37.8659kg.
Total LH2 in the UAM tank = 15.2386kg.
Total LH2 supplied by ground station = 37.727kg.
Total LH2 in the UAM tank = 15.2687kg.
Total LH2 supplied by ground station = 37.5306kg.
Total LH2 in the UAM tank = 15.3757kg.
Total LH2 supplied by ground station = 37.16kg.
Total LH2 in the UAM tank = 15.3906kg.
Total LH2 supplied by ground station = 36.7936kg.
Total LH2 in the UAM tank = 15.4989kg.
Total LH2 supplied by ground station = 36.1695kg.
Total LH2 in the UAM tank = 15.4573kg.
Total LH2 supplied by ground station = 35.5534kg.
Total LH2 in the UAM tank = 15.4861kg.
Total LH2 supplied by ground station = 34.9233kg.
Total LH2 in the UAM tank = 15.4865kg.
Total LH2 supplied by ground station = 34.5522kg.
Total LH2 in the UAM tank = 15.7062kg.
Total LH2 supplied by ground station = 33.9545kg.
Total LH2 in the UAM tank = 16.0563kg.
Total LH2 supplied by ground station = 33.4151kg.
Total LH2 in the UAM tank = 16.4276kg.
Total LH2 supplied by ground station = 32.9283kg.
Total LH2 in the UAM tank = 16.4876kg.
Total LH2 supplied by ground station = 32.6368kg.
Total LH2 in the UAM tank = 16.5709kg.
Total LH2 supplied by ground station = 32.5198kg.
Total LH2 in the UAM tank = 16.6834kg.
Total LH2 supplied by ground station = 32.3508kg.
Total LH2 in the UAM tank = 16.7305kg.
  Columns 1 through 9

  316.5000  316.5000  316.5000         0  316.5000  316.5000  316.5000  317.0000  316.0000

  Columns 10 through 18

  315.0000  313.5000  312.0000  310.0000  308.5000  306.5000  304.0000  301.5000  300.0000

  Columns 19 through 20

  299.0000  298.0000

Error spotted, handling in graphing
Total LH2 supplied by ground station = 30.3617kg.
Total LH2 in the UAM tank = 16.7635kg.
Error spotted, handling in graphing
Total LH2 supplied by ground station = 30.2171kg.
Total LH2 in the UAM tank = 17.0805kg.
Total LH2 supplied by ground station = 30.2142kg.
Total LH2 in the UAM tank = 17.0697kg.
Total LH2 supplied by ground station = 30.0872kg.
Total LH2 in the UAM tank = 16.9964kg.
Total LH2 supplied by ground station = 30.1236kg.
Total LH2 in the UAM tank = 16.7966kg.
Total LH2 supplied by ground station = 30.3353kg.
Total LH2 in the UAM tank = 16.7917kg.
Total LH2 supplied by ground station = 30.8043kg.
Total LH2 in the UAM tank = 16.967kg.
Total LH2 supplied by ground station = 31.078kg.
Total LH2 in the UAM tank = 16.8338kg.
Total LH2 supplied by ground station = 31.626kg.
Total LH2 in the UAM tank = 16.7909kg.
Total LH2 supplied by ground station = 31.9851kg.
Total LH2 in the UAM tank = 16.557kg.
Total LH2 supplied by ground station = 32.4401kg.
Total LH2 in the UAM tank = 16.4686kg.
Total LH2 supplied by ground station = 32.8512kg.
Total LH2 in the UAM tank = 16.6374kg.
Total LH2 supplied by ground station = 33.1325kg.
Total LH2 in the UAM tank = 16.6432kg.
Total LH2 supplied by ground station = 33.2747kg.
Total LH2 in the UAM tank = 16.2996kg.
Total LH2 supplied by ground station = 33.4702kg.
Total LH2 in the UAM tank = 16.2224kg.
Total LH2 supplied by ground station = 33.4466kg.
Total LH2 in the UAM tank = 16.0675kg.
Total LH2 supplied by ground station = 33.7301kg.
Total LH2 in the UAM tank = 16.1814kg.
Total LH2 supplied by ground station = 33.7341kg.
Total LH2 in the UAM tank = 16.1731kg.
  Columns 1 through 9

         0  276.5000         0  278.0000  279.0000  279.5000  281.5000  284.0000  289.0000

  Columns 10 through 18

  292.0000  295.5000  298.5000  299.5000  301.5000  302.5000  303.5000  304.0000  304.0000

  Columns 19 through 20

  305.5000  305.5000

Total LH2 supplied by ground station = 23.6952kg.
Total LH2 in the UAM tank = 16.4475kg.
Total LH2 supplied by ground station = 24.256kg.
Total LH2 in the UAM tank = 16.2874kg.
Total LH2 supplied by ground station = 24.785kg.
Total LH2 in the UAM tank = 16.3701kg.
Total LH2 supplied by ground station = 25.2968kg.
Total LH2 in the UAM tank = 16.3153kg.
Total LH2 supplied by ground station = 25.8291kg.
Total LH2 in the UAM tank = 16.2857kg.
Total LH2 supplied by ground station = 26.3877kg.
Total LH2 in the UAM tank = 16.2057kg.
Total LH2 supplied by ground station = 26.9443kg.
Total LH2 in the UAM tank = 16.1983kg.
Total LH2 supplied by ground station = 27.5046kg.
Total LH2 in the UAM tank = 16.2416kg.
Total LH2 supplied by ground station = 28.0534kg.
Total LH2 in the UAM tank = 16.2449kg.
Total LH2 supplied by ground station = 28.4042kg.
Total LH2 in the UAM tank = 16.0906kg.
Total LH2 supplied by ground station = 28.965kg.
Total LH2 in the UAM tank = 16.1317kg.
Total LH2 supplied by ground station = 29.412kg.
Total LH2 in the UAM tank = 16.1734kg.
Total LH2 supplied by ground station = 29.8699kg.
Total LH2 in the UAM tank = 16.1769kg.
Total LH2 supplied by ground station = 30.3255kg.
Total LH2 in the UAM tank = 16.2195kg.
Total LH2 supplied by ground station = 30.7721kg.
Total LH2 in the UAM tank = 16.2302kg.
Total LH2 supplied by ground station = 31.1363kg.
Total LH2 in the UAM tank = 16.1939kg.
Total LH2 supplied by ground station = 31.7238kg.
Total LH2 in the UAM tank = 16.3474kg.
Total LH2 supplied by ground station = 32.0939kg.
Total LH2 in the UAM tank = 16.3081kg.
Total LH2 supplied by ground station = 32.7155kg.
Total LH2 in the UAM tank = 16.46kg.
Total LH2 supplied by ground station = 33.0981kg.
Total LH2 in the UAM tank = 16.488kg.
  Columns 1 through 9

  241.5000  246.5000  250.5000  254.0000  258.0000  262.0000  265.5000  269.0000  272.5000

  Columns 10 through 18

  275.5000  278.5000  281.5000  284.5000  287.0000  289.5000  292.0000  295.0000  297.0000

  Columns 19 through 20

  300.0000  302.5000

Total LH2 supplied by ground station = 33.1129kg.
Total LH2 in the UAM tank = 16.4775kg.
Total LH2 supplied by ground station = 33.1123kg.
Total LH2 in the UAM tank = 16.4786kg.
Total LH2 supplied by ground station = 33.1158kg.
Total LH2 in the UAM tank = 16.4904kg.
Total LH2 supplied by ground station = 33.1122kg.
Total LH2 in the UAM tank = 16.4693kg.
Total LH2 supplied by ground station = 33.1118kg.
Total LH2 in the UAM tank = 16.4828kg.
Total LH2 supplied by ground station = 33.1111kg.
Total LH2 in the UAM tank = 16.4689kg.
Total LH2 supplied by ground station = 33.1106kg.
Total LH2 in the UAM tank = 16.4942kg.
Total LH2 supplied by ground station = 33.11kg.
Total LH2 in the UAM tank = 16.4872kg.
Total LH2 supplied by ground station = 33.1112kg.
Total LH2 in the UAM tank = 16.4762kg.
Total LH2 supplied by ground station = 33.1029kg.
Total LH2 in the UAM tank = 16.4722kg.
Total LH2 supplied by ground station = 33.1046kg.
Total LH2 in the UAM tank = 16.4807kg.
Total LH2 supplied by ground station = 33.0976kg.
Total LH2 in the UAM tank = 16.483kg.
Total LH2 supplied by ground station = 33.0916kg.
Total LH2 in the UAM tank = 16.4896kg.
Total LH2 supplied by ground station = 33.0821kg.
Total LH2 in the UAM tank = 16.5008kg.
Total LH2 supplied by ground station = 33.0675kg.
Total LH2 in the UAM tank = 16.514kg.
Total LH2 supplied by ground station = 33.0449kg.
Total LH2 in the UAM tank = 16.4833kg.
Total LH2 supplied by ground station = 33.2684kg.
Total LH2 in the UAM tank = 16.6549kg.
Total LH2 supplied by ground station = 33.228kg.
Total LH2 in the UAM tank = 16.5938kg.
Total LH2 supplied by ground station = 33.1542kg.
Total LH2 in the UAM tank = 16.5277kg.
Total LH2 supplied by ground station = 33.3125kg.
Total LH2 in the UAM tank = 16.3948kg.
  Columns 1 through 9

  302.5000  302.5000  302.5000  302.5000  302.5000  302.5000  302.5000  302.5000  302.5000

  Columns 10 through 18

  302.5000  302.5000  302.5000  302.5000  302.5000  302.5000  302.5000  303.0000  303.0000

  Columns 19 through 20

  303.0000  304.0000

Unrecognized function or variable 'time_warm_fill_output'.

Error in <a href="matlab:matlab.lang.internal.introspective.errorDocCallback('tank_conductivity_sweep_graphing', 'C:\Users\hc21562\Documents\Year_3\RP3\LH2_Refuel_Model\Model\Sensitivity_sweep\Functions\tank_conductivity_sweep_graphing.m', 39)" style="font-weight:bold">tank_conductivity_sweep_graphing</a> (<a href="matlab: opentoline('C:\Users\hc21562\Documents\Year_3\RP3\LH2_Refuel_Model\Model\Sensitivity_sweep\Functions\tank_conductivity_sweep_graphing.m',39,0)">line 39</a>)
plot(AC_tank_equivalent_conductivity_vector_output, time_warm_fill_output)

Error in <a href="matlab:matlab.lang.internal.introspective.errorDocCallback('RUN_EVERYTHING', 'C:\Users\hc21562\Documents\Year_3\RP3\LH2_Refuel_Model\Model\Sensitivity_sweep\RUN_EVERYTHING.m', 140)" style="font-weight:bold">RUN_EVERYTHING</a> (<a href="matlab: opentoline('C:\Users\hc21562\Documents\Year_3\RP3\LH2_Refuel_Model\Model\Sensitivity_sweep\RUN_EVERYTHING.m',140,0)">line 140</a>)
tank_conductivity_sweep_graphing(simOut(1,
hose_length_sweep_pos+1:AC_tank_equivalent_conductivity_pos), ...

open("tank_conductivity_sweep_graphing")
Max flow speed for LH2 is 56.5231m/s.
Max flow speed for GH2 is 182.9013m/s.
Max mass flow rate for GH2 during warm tank warmup is 0.29821kg/s.
Mean mass flow rate for GH2 during warm tank warmup is 0.029671kg/s.
Max mass flow rate  for GH2 during cold tank warmup is 0.73724kg/s.
Mean mass flow rate for GH2 during cold tank warmup is 0.085393kg/s.
Max mass flow rate for GH2 during defuel tank drain is 1.7793kg/s.
Mean mass flow rate for GH2 during defuel tank drain is 0.32146kg/s.
Max mass flow rate for LH2 during warm tank chilldown is 0.040122kg/s.
Mean mass flow rate for LH2 during warm tank chilldown is 0.013315kg/s.
Max mass flow rate for LH2 during warm tank fill is 0.54053kg/s.
Mean mass flow rate for LH2 during warm tank fill is 0.073819kg/s.
Max mass flow rate for LH2 during cold tank chilldown is 0.16773kg/s.
Mean mass flow rate for LH2 during cold tank chilldown is 0.018931kg/s.
Max mass flow rate for LH2 during cold tank fill is 1.5752kg/s.
Mean mass flow rate for LH2 during cold tank fill is 0.26404kg/s.
Max mass flow rate for LH2 during defuel chilldown is 0.17198kg/s.
Mean mass flow rate for LH2 during defuel chilldown is 0.023448kg/s.
            <strong>Operation phase</strong>            <strong>Mean flow rate</strong>    <strong>Unit</strong> 
    <strong>_______________________________</strong>    <strong>______________</strong>    <strong>_____</strong>

    "Warm tank refuel chilldown"            21.51        "m/s"
    "Warm tank refuel tank filling"        5.4887        "m/s"
    "Warm tank refuel warmup"              16.181        "m/s"
    "Cold tank refuel chilldown"           22.372        "m/s"
    "Cold tank refuel tank filling"        4.9962        "m/s"
    "Cold tank refuel warmup"              27.436        "m/s"
    "Defuel chilldown"                     30.452        "m/s"
    "Defuel wamrup"                        15.822        "m/s"

Total LH2 supplied by ground station = 33.0981kg.
Total LH2 in the UAM tank = 16.488kg.
Total LH2 supplied by ground station = 29.944kg.
Total LH2 in the UAM tank = 16.488kg.
Error spotted, handling in graphing
Error spotted, handling in graphing
Error spotted, handling in graphing
Error spotted, handling in graphing
Total LH2 supplied by ground station = 33.0166kg.
Total LH2 in the UAM tank = 16.3633kg.
Total LH2 supplied by ground station = 33.1261kg.
Total LH2 in the UAM tank = 16.4638kg.
Total LH2 supplied by ground station = 33.208kg.
Total LH2 in the UAM tank = 16.5439kg.
Total LH2 supplied by ground station = 33.0151kg.
Total LH2 in the UAM tank = 16.4087kg.
Total LH2 supplied by ground station = 33.058kg.
Total LH2 in the UAM tank = 16.449kg.
Total LH2 supplied by ground station = 33.0981kg.
Total LH2 in the UAM tank = 16.488kg.
  Columns 1 through 9

         0         0         0         0  302.5000  302.5000  303.0000  302.5000  302.5000

